,key stats,mar21,mar20,mar19,mar18,mar17,company,mar16,mar15,mar14,mar13,mar12
1519,Book Value [ExclRevalReserve]/Share (Rs.),104.36,101.68,95.21,93.04,87.58,SUNPHARMA.NS,89.27,109.78,35.77,75.21,76.07
1520,Book Value [InclRevalReserve]/Share (Rs.),104.36,101.68,95.21,93.04,87.58,SUNPHARMA.NS,89.27,109.78,35.77,75.21,76.07
1521,Dividend / Share(Rs.),7.50,4.00,2.75,2.00,3.50,SUNPHARMA.NS,1.00,3.00,1.50,5.00,4.25
1522,Revenue from Operations/Share (Rs.),53.36,52.23,42.94,37.54,32.03,SUNPHARMA.NS,31.64,38.71,13.66,23.49,38.78
1523,PBDIT/Share (Rs.),12.86,17.60,12.62,8.78,2.62,SUNPHARMA.NS,-0.01,-1.68,0.94,7.24,20.30
1524,PBIT/Share (Rs.),10.42,15.26,10.31,6.75,0.86,SUNPHARMA.NS,-1.94,-4.87,0.45,6.41,19.57
1525,PBT/Share (Rs.),8.97,13.56,3.00,1.17,-0.07,SUNPHARMA.NS,-4.44,-7.53,-13.52,6.40,16.67
1526,Net Profit/Share (Rs.),8.92,13.38,3.40,1.27,-0.10,SUNPHARMA.NS,-4.46,-7.12,-13.66,4.99,16.39
1527,Profitability Ratios,,,,,,SUNPHARMA.NS,,,,,
1528,PBDIT Margin (%),24.10,33.69,29.38,23.38,8.18,SUNPHARMA.NS,-0.04,-4.32,6.88,30.80,52.34
1529,PBIT Margin (%),19.52,29.21,24.01,17.97,2.69,SUNPHARMA.NS,-6.13,-12.56,3.28,27.27,50.45
1530,PBT Margin (%),16.81,25.95,6.98,3.11,-0.21,SUNPHARMA.NS,-14.02,-19.44,-99.02,27.26,42.97
1531,Net Profit Margin (%),16.71,25.62,7.92,3.39,-0.29,SUNPHARMA.NS,-14.09,-18.38,-99.99,21.23,42.27
1532,Return on Networth / Equity (%),8.54,13.16,3.57,1.36,-0.10,SUNPHARMA.NS,-4.99,-6.48,-38.18,6.63,21.54
1533,Return on Capital Employed (%),8.15,13.45,10.12,6.68,0.90,SUNPHARMA.NS,-4.23,-5.58,-27.91,6.38,20.92
1534,Return on Assets (%),5.48,8.36,2.16,0.83,-0.06,SUNPHARMA.NS,-3.13,-3.93,-20.44,5.58,18.58
1535,Total Debt/Equity (X),0.26,0.24,0.26,0.30,0.23,SUNPHARMA.NS,0.26,0.24,0.33,0.01,0.01
1536,Asset Turnover Ratio (%),32.82,32.62,27.31,24.47,22.68,SUNPHARMA.NS,22.27,21.41,20.44,26.30,43.97
1537,Liquidity Ratios,,,,,,SUNPHARMA.NS,,,,,
1538,Current Ratio (X),1.45,1.07,0.84,0.76,0.58,SUNPHARMA.NS,0.60,0.49,1.40,3.37,3.90
1539,Quick Ratio (X),1.07,0.83,0.63,0.59,0.37,SUNPHARMA.NS,0.36,0.30,1.15,2.61,3.27
1540,Inventory Turnover Ratio (X),4.04,4.76,3.69,4.22,3.33,SUNPHARMA.NS,3.57,3.66,3.08,2.80,6.27
1541,Dividend Payout Ratio (NP) (%),0.00,42.94,58.67,261.00,-1053.76,SUNPHARMA.NS,-22.42,-48.97,-10.98,100.24,25.92
1542,Dividend Payout Ratio (CP) (%),0.00,36.55,34.98,100.61,60.25,SUNPHARMA.NS,-39.49,-88.75,-11.39,85.95,24.82
1543,Earnings Retention Ratio (%),0.00,57.06,41.33,-161.00,1153.76,SUNPHARMA.NS,122.42,148.97,110.98,-0.24,74.08
1544,Cash Earnings Retention Ratio (%),0.00,63.45,65.02,-0.61,39.75,SUNPHARMA.NS,139.49,188.75,111.39,14.05,75.18
1545,Valuation Ratios,,,,,,SUNPHARMA.NS,,,,,
1546,Enterprise Value (Cr.),149635.45,89610.59,120496.23,125484.55,169644.26,SUNPHARMA.NS,202702.44,216735.09,121019.78,84360.34,57690.01
1547,EV/Net Operating Revenue (X),11.69,7.15,11.70,13.93,22.08,SUNPHARMA.NS,26.62,27.03,42.78,34.69,14.37
1548,EV/EBITDA (X),48.49,21.22,39.80,59.58,269.68,SUNPHARMA.NS,-64146.34,-624.52,621.16,112.59,27.45
1549,MarketCap/Net Operating Revenue (X),11.20,6.74,11.16,13.20,21.47,SUNPHARMA.NS,25.90,26.41,41.98,34.85,14.69
1550,Retention Ratios (%),0.00,57.05,41.32,-161.00,1153.76,SUNPHARMA.NS,122.42,148.97,110.98,-0.24,74.07
1551,Price/BV (X),5.73,3.46,5.03,5.32,7.85,SUNPHARMA.NS,9.18,9.31,16.03,10.88,7.49
1552,Price/Net Operating Revenue,11.20,6.74,11.16,13.20,21.47,SUNPHARMA.NS,25.90,26.41,41.98,34.85,14.69
1553,Earnings Yield,0.01,0.04,0.01,0.00,0.00,SUNPHARMA.NS,-0.01,-0.01,-0.02,0.01,0.03
1554,Key Financial Ratios of Tata Motors (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,TATAMOTORS.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
1555,Per Share Ratios,,,,,,TATAMOTORS.NS,,,,,
1556,Basic EPS (Rs.),-6.59,-21.06,5.94,-3.05,-7.15,TATAMOTORS.NS,-0.18,-14.72,1.03,0.93,3.90
1557,Diluted EPS (Rs.),-6.59,-21.06,5.94,-3.05,-7.15,TATAMOTORS.NS,-0.18,-14.72,1.03,0.93,3.77
1558,Cash EPS (Rs.),3.36,-10.88,15.07,6.09,1.79,TATAMOTORS.NS,6.68,-6.63,7.47,6.64,8.98
1559,Book Value [ExclRevalReserve]/Share (Rs.),49.77,51.11,65.26,59.39,62.31,TATAMOTORS.NS,68.50,46.10,59.50,59.90,61.76
1560,Book Value [InclRevalReserve]/Share (Rs.),49.77,51.11,65.26,59.39,62.31,TATAMOTORS.NS,68.50,46.17,59.58,59.98,61.84
1561,Dividend / Share(Rs.),0.00,0.00,0.00,0.00,0.00,TATAMOTORS.NS,0.20,0.00,2.00,2.00,4.00
1562,Revenue from Operations/Share (Rs.),122.83,122.10,203.77,173.23,130.49,TATAMOTORS.NS,126.17,112.76,106.52,140.32,171.11
1563,PBDIT/Share (Rs.),6.10,2.03,22.07,14.33,7.63,TATAMOTORS.NS,12.81,2.00,9.08,11.90,14.97
1564,PBIT/Share (Rs.),-3.52,-7.35,12.94,5.19,-1.31,TATAMOTORS.NS,5.95,-6.09,2.65,6.20,9.91
1565,PBT/Share (Rs.),-6.04,-19.81,7.06,-2.79,-6.93,TATAMOTORS.NS,0.46,-12.35,-3.19,0.55,4.23
1566,Net Profit/Share (Rs.),-6.26,-20.26,5.95,-3.05,-7.15,TATAMOTORS.NS,-0.18,-14.72,1.04,0.95,3.91
1567,Profitability Ratios,,,,,,TATAMOTORS.NS,,,,,
1568,PBDIT Margin (%),4.96,1.66,10.82,8.27,5.84,TATAMOTORS.NS,10.15,1.77,8.52,8.48,8.74
1569,PBIT Margin (%),-2.86,-6.01,6.35,2.99,-1.00,TATAMOTORS.NS,4.71,-5.39,2.48,4.42,5.79
1570,PBT Margin (%),-4.91,-16.22,3.46,-1.60,-5.31,TATAMOTORS.NS,0.36,-10.95,-2.99,0.39,2.46
1571,Net Profit Margin (%),-5.09,-16.59,2.91,-1.75,-5.48,TATAMOTORS.NS,-0.14,-13.05,0.97,0.67,2.28
1572,Return on Networth / Equity (%),-12.57,-39.64,9.11,-5.13,-11.48,TATAMOTORS.NS,-0.26,-31.93,1.74,1.57,6.33
1573,Return on Capital Employed (%),-3.46,-7.18,11.57,5.04,-1.19,TATAMOTORS.NS,5.31,-16.02,2.75,0.97,3.84
1574,Return on Assets (%),-3.68,-11.64,3.31,-1.74,-4.12,TATAMOTORS.NS,-0.10,-9.48,0.67,0.57,2.27
1575,Total Debt/Equity (X),0.99,1.14,0.79,0.81,0.89,TATAMOTORS.NS,0.61,1.35,0.76,0.75,0.56
1576,Asset Turnover Ratio (%),72.28,70.18,113.61,99.35,75.26,TATAMOTORS.NS,75.59,72.67,68.94,85.78,99.60
1577,Liquidity Ratios,,,,,,TATAMOTORS.NS,,,,,
1578,Current Ratio (X),0.60,0.53,0.58,0.62,0.59,TATAMOTORS.NS,0.63,0.42,0.36,0.48,0.62
1579,Quick Ratio (X),0.43,0.38,0.37,0.38,0.33,TATAMOTORS.NS,0.36,0.19,0.15,0.27,0.41
1580,Inventory Turnover Ratio (X),10.33,11.46,14.84,10.38,7.98,TATAMOTORS.NS,8.37,7.56,8.88,10.05,11.84
1581,Dividend Payout Ratio (NP) (%),0.00,0.00,0.00,0.00,0.00,TATAMOTORS.NS,0.00,0.00,193.87,213.77,103.09
1582,Dividend Payout Ratio (CP) (%),0.00,0.00,0.00,0.00,0.00,TATAMOTORS.NS,0.00,0.00,26.96,30.44,44.95
1583,Earnings Retention Ratio (%),0.00,0.00,0.00,0.00,0.00,TATAMOTORS.NS,0.00,0.00,-93.87,-113.77,-3.09
1584,Cash Earnings Retention Ratio (%),0.00,0.00,0.00,0.00,0.00,TATAMOTORS.NS,0.00,0.00,73.04,69.56,55.05
1585,Valuation Ratios,,,,,,TATAMOTORS.NS,,,,,
1586,Enterprise Value (Cr.),130130.20,42927.34,75419.87,126665.65,176759.28,TATAMOTORS.NS,144649.88,196159.63,142514.26,99721.96,96670.96
1587,EV/Net Operating Revenue (X),2.77,0.98,1.09,2.15,3.99,TATAMOTORS.NS,3.38,5.40,4.16,2.23,1.78
1588,EV/EBITDA (X),55.72,58.65,10.06,26.03,68.21,TATAMOTORS.NS,33.26,304.63,48.77,26.27,20.34
1589,MarketCap/Net Operating Revenue (X),2.46,0.58,0.86,1.89,3.57,TATAMOTORS.NS,3.06,4.88,3.74,1.92,1.61
1590,Retention Ratios (%),0.00,0.00,0.00,0.00,0.00,TATAMOTORS.NS,0.00,0.00,-93.87,-113.77,-3.09
1591,Price/BV (X),6.07,1.39,2.67,5.51,7.48,TATAMOTORS.NS,5.64,11.93,6.69,4.50,4.46
1592,Price/Net Operating Revenue,2.46,0.58,0.86,1.89,3.57,TATAMOTORS.NS,3.06,4.88,3.74,1.92,1.61
1593,Earnings Yield,-0.02,-0.29,0.03,-0.01,-0.02,TATAMOTORS.NS,0.00,-0.03,0.00,0.00,0.01
1594,Key Financial Ratios of Tata Steel (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,TATASTEEL.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
1595,Per Share Ratios,,,,,,TATASTEEL.NS,,,,,
1596,Basic EPS (Rs.),117.04,57.11,90.41,38.57,31.74,TATASTEEL.NS,48.67,64.49,64.21,50.28,67.84
1597,Diluted EPS (Rs.),117.03,57.11,90.40,38.56,31.74,TATASTEEL.NS,48.67,64.49,64.21,50.28,66.62
1598,Cash EPS (Rs.),146.77,93.04,125.08,68.90,71.92,TATASTEEL.NS,70.35,86.85,85.86,69.01,80.79
1599,Book Value [ExclRevalReserve]/Share (Rs.),754.84,650.56,614.72,536.72,511.21,TATASTEEL.NS,725.51,686.26,629.48,568.35,541.70
1600,Book Value [InclRevalReserve]/Share (Rs.),754.84,650.56,614.72,536.72,511.21,TATASTEEL.NS,725.51,686.26,629.48,568.35,541.70
1601,Dividend / Share(Rs.),25.00,10.00,13.00,10.00,10.00,TATASTEEL.NS,8.00,8.00,10.00,8.00,12.00
1602,Revenue from Operations/Share (Rs.),541.13,527.30,616.08,520.16,494.06,TATASTEEL.NS,393.35,430.15,429.39,393.24,349.32
1603,PBDIT/Share (Rs.),186.88,133.19,200.40,144.34,126.52,TATASTEEL.NS,114.29,109.03,140.05,123.82,127.89
1604,PBIT/Share (Rs.),153.62,98.99,167.22,111.81,90.06,TATASTEEL.NS,94.39,88.47,120.19,106.94,116.04
1605,PBT/Share (Rs.),148.44,57.68,141.58,57.92,55.15,TATASTEEL.NS,63.07,87.59,99.99,80.67,101.47
1606,Net Profit/Share (Rs.),113.50,58.84,91.90,36.38,35.46,TATASTEEL.NS,50.45,66.29,66.01,52.12,68.94
1607,Profitability Ratios,,,,,,TATASTEEL.NS,,,,,
1608,PBDIT Margin (%),34.53,25.25,32.52,27.74,25.60,TATASTEEL.NS,29.05,25.34,32.61,31.48,36.61
1609,PBIT Margin (%),28.38,18.77,27.14,21.49,18.22,TATASTEEL.NS,23.99,20.56,27.99,27.19,33.21
1610,PBT Margin (%),27.43,10.93,22.98,11.13,11.16,TATASTEEL.NS,16.03,20.36,23.28,20.51,29.04
1611,Net Profit Margin (%),20.97,11.15,14.91,6.99,7.17,TATASTEEL.NS,12.82,15.41,15.37,13.25,19.73
1612,Return on Networth / Equity (%),15.03,9.04,14.95,6.77,6.93,TATASTEEL.NS,6.95,9.65,10.48,9.17,12.72
1613,Return on Capital Employed (%),13.56,9.49,17.12,12.87,9.89,TATASTEEL.NS,8.97,6.50,6.95,5.92,8.44
1614,Return on Assets (%),8.24,4.48,7.66,3.33,3.09,TATASTEEL.NS,3.97,5.56,5.77,4.96,6.96
1615,Total Debt/Equity (X),0.30,0.53,0.38,0.41,0.56,TATASTEEL.NS,0.41,0.36,0.39,0.43,0.41
1616,Asset Turnover Ratio (%),39.30,40.18,51.35,47.64,43.05,TATASTEEL.NS,31.01,36.12,37.56,37.49,35.27
1617,Liquidity Ratios,,,,,,TATASTEEL.NS,,,,,
1618,Current Ratio (X),0.81,0.65,0.67,1.35,0.87,TATASTEEL.NS,0.68,0.71,0.61,0.70,0.76
1619,Quick Ratio (X),0.52,0.30,0.23,0.92,0.43,TATASTEEL.NS,0.35,0.23,0.29,0.38,0.47
1620,Inventory Turnover Ratio (X),7.54,5.64,6.27,5.41,4.69,TATASTEEL.NS,5.39,5.20,6.94,7.27,6.98
1621,Dividend Payout Ratio (NP) (%),8.42,22.08,10.87,29.67,30.28,TATASTEEL.NS,15.85,12.06,15.14,15.34,17.40
1622,Dividend Payout Ratio (CP) (%),6.51,13.96,7.99,15.66,14.93,TATASTEEL.NS,11.36,9.20,11.64,11.59,14.85
1623,Earnings Retention Ratio (%),91.58,77.92,89.13,70.33,69.72,TATASTEEL.NS,84.15,87.94,84.86,84.66,82.60
1624,Cash Earnings Retention Ratio (%),93.49,86.04,92.01,84.34,85.07,TATASTEEL.NS,88.64,90.80,88.36,88.41,85.15
1625,Valuation Ratios,,,,,,TATASTEEL.NS,,,,,
1626,Enterprise Value (Cr.),122977.03,68929.22,85636.83,85974.08,73848.83,TATASTEEL.NS,58740.67,54235.79,61149.60,51755.53,63166.96
1627,EV/Net Operating Revenue (X),1.90,1.14,1.21,1.44,1.54,TATASTEEL.NS,1.54,1.30,1.47,1.35,1.86
1628,EV/EBITDA (X),5.49,4.52,3.73,5.20,6.01,TATASTEEL.NS,5.29,5.12,4.49,4.30,5.08
1629,MarketCap/Net Operating Revenue (X),1.50,0.51,0.85,1.10,0.98,TATASTEEL.NS,0.81,0.74,0.92,0.79,1.35
1630,Retention Ratios (%),91.57,77.91,89.12,70.32,69.71,TATASTEEL.NS,84.14,87.93,84.85,84.65,82.59
1631,Price/BV (X),1.08,0.41,0.85,1.06,0.94,TATASTEEL.NS,0.44,0.46,0.63,0.55,0.87
1632,Price/Net Operating Revenue,1.50,0.51,0.85,1.10,0.98,TATASTEEL.NS,0.81,0.74,0.92,0.79,1.35
1633,Earnings Yield,0.14,0.22,0.18,0.06,0.07,TATASTEEL.NS,0.16,0.21,0.17,0.17,0.15
1634,Key Financial Ratios of Tata Consultancy Services (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,TCS.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
1635,Per Share Ratios,,,,,,TCS.NS,,,,,
1636,Basic EPS (Rs.),82.78,88.64,79.34,131.15,120.04,TCS.NS,117.11,98.31,94.15,65.22,55.95
1637,Diluted EPS (Rs.),82.78,88.64,79.34,131.15,120.04,TCS.NS,117.11,98.31,94.15,65.22,55.95
1638,Cash EPS (Rs.),91.93,95.90,84.75,140.77,128.06,TCS.NS,124.54,105.43,99.84,69.43,59.60
1639,Book Value [ExclRevalReserve]/Share (Rs.),202.15,198.31,210.39,397.20,396.05,TCS.NS,330.02,231.87,224.90,165.86,126.49
1640,Book Value [InclRevalReserve]/Share (Rs.),202.15,198.31,210.39,397.20,396.05,TCS.NS,330.02,231.87,224.90,165.86,126.49
1641,Dividend / Share(Rs.),45.00,73.00,30.00,50.00,47.00,TCS.NS,43.50,79.00,32.00,22.00,25.00
1642,Revenue from Operations/Share (Rs.),367.47,350.15,328.45,509.72,470.52,TCS.NS,435.86,375.65,330.18,247.43,198.54
1643,PBDIT/Share (Rs.),123.54,121.16,113.58,175.96,160.70,TCS.NS,156.40,130.16,125.84,84.49,71.89
1644,PBIT/Share (Rs.),115.29,113.96,109.00,167.34,152.70,TCS.NS,148.99,123.05,120.32,80.39,68.38
1645,PBT/Share (Rs.),110.55,111.98,108.55,167.18,152.62,TCS.NS,148.93,125.34,120.20,80.23,68.29
1646,Net Profit/Share (Rs.),83.68,88.69,80.17,132.15,120.07,TCS.NS,117.13,98.32,94.32,65.33,56.08
1647,Profitability Ratios,,,,,,TCS.NS,,,,,
1648,PBDIT Margin (%),33.61,34.60,34.57,34.52,34.15,TCS.NS,35.88,34.65,38.11,34.14,36.21
1649,PBIT Margin (%),31.37,32.54,33.18,32.82,32.45,TCS.NS,34.18,32.75,36.44,32.49,34.43
1650,PBT Margin (%),30.08,31.97,33.04,32.79,32.43,TCS.NS,34.16,33.36,36.40,32.42,34.39
1651,Net Profit Margin (%),22.77,25.33,24.40,25.92,25.51,TCS.NS,26.87,26.17,28.56,26.40,28.24
1652,Return on Networth / Equity (%),41.39,44.72,38.10,33.27,30.31,TCS.NS,35.49,42.40,41.93,39.38,44.33
1653,Return on Capital Employed (%),52.75,52.79,50.71,41.50,38.05,TCS.NS,34.90,41.32,40.74,38.35,43.17
1654,Return on Assets (%),28.30,31.68,30.21,27.72,26.35,TCS.NS,29.80,30.53,32.07,29.72,32.03
1655,Total Debt/Equity (X),0.00,0.00,0.00,0.00,0.00,TCS.NS,0.00,0.01,0.00,0.01,0.00
1656,Asset Turnover Ratio (%),124.30,125.08,123.78,106.91,103.26,TCS.NS,110.91,116.66,112.27,112.58,113.42
1657,Liquidity Ratios,,,,,,TCS.NS,,,,,
1658,Current Ratio (X),2.92,3.30,4.18,4.85,6.40,TCS.NS,4.72,2.46,2.84,2.43,1.87
1659,Quick Ratio (X),2.92,3.30,4.18,4.85,6.39,TCS.NS,4.72,2.45,2.84,2.43,1.87
1660,Inventory Turnover Ratio (X),19423.29,26261.20,12317.00,3894.24,4413.95,TCS.NS,9540.44,5962.57,7546.43,7638.19,9386.12
1661,Dividend Payout Ratio (NP) (%),35.04,95.89,33.54,36.78,38.73,TCS.NS,34.63,80.35,33.92,33.67,44.57
1662,Dividend Payout Ratio (CP) (%),31.89,88.69,31.73,34.52,36.31,TCS.NS,32.57,74.93,32.04,31.68,41.94
1663,Earnings Retention Ratio (%),64.96,4.11,66.46,63.22,61.27,TCS.NS,65.37,19.65,66.08,66.33,55.43
1664,Cash Earnings Retention Ratio (%),68.11,11.31,68.27,65.48,63.69,TCS.NS,67.43,25.07,67.96,68.32,58.06
1665,Valuation Ratios,,,,,,TCS.NS,,,,,
1666,Enterprise Value (Cr.),1172570.00,678819.75,741250.00,540949.30,477854.70,TCS.NS,491018.85,482638.45,404383.76,303841.66,225487.76
1667,EV/Net Operating Revenue (X),8.62,5.17,6.02,5.56,5.16,TCS.NS,5.72,6.56,6.25,6.27,5.80
1668,EV/EBITDA (X),25.65,14.94,17.40,16.10,15.09,TCS.NS,15.94,18.93,16.41,18.37,16.03
1669,MarketCap/Net Operating Revenue (X),8.65,5.21,6.09,5.59,5.17,TCS.NS,5.77,6.78,6.45,6.35,5.88
1670,Retention Ratios (%),64.95,4.10,66.45,63.21,61.26,TCS.NS,65.36,19.64,66.07,66.32,55.42
1671,Price/BV (X),15.72,9.19,9.51,7.17,6.14,TCS.NS,7.62,10.98,9.46,9.48,9.23
1672,Price/Net Operating Revenue,8.65,5.21,6.09,5.59,5.17,TCS.NS,5.77,6.78,6.45,6.35,5.88
1673,Earnings Yield,0.03,0.05,0.04,0.05,0.05,TCS.NS,0.05,0.04,0.04,0.04,0.05
1674,Key Financial Ratios of TATA Consumer Products (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,TATACONSUM.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
1675,Per Share Ratios,,,,,,TATACONSUM.NS,,,,,
1676,Basic EPS (Rs.),6.72,5.68,6.51,8.47,4.37,TATACONSUM.NS,8.93,4.58,7.23,4.18,4.89
1677,Diluted EPS (Rs.),6.72,5.68,6.51,8.47,4.37,TATACONSUM.NS,8.93,4.58,7.23,4.18,4.89
1678,Cash EPS (Rs.),8.09,6.93,7.01,8.90,4.75,TATACONSUM.NS,9.29,5.00,7.49,4.45,5.09
1679,Book Value [ExclRevalReserve]/Share (Rs.),121.55,117.49,70.07,66.76,59.97,TATACONSUM.NS,45.54,40.08,41.55,37.49,35.39
1680,Book Value [InclRevalReserve]/Share (Rs.),121.79,117.73,70.41,66.76,59.97,TATACONSUM.NS,45.89,40.43,41.61,37.49,35.74
1681,Dividend / Share(Rs.),4.05,2.70,2.50,2.50,2.35,TATACONSUM.NS,2.25,2.25,2.25,2.15,2.15
1682,Revenue from Operations/Share (Rs.),77.63,61.74,54.34,50.98,48.55,TATACONSUM.NS,48.87,46.65,43.39,37.61,32.91
1683,PBDIT/Share (Rs.),11.41,10.00,9.84,10.28,7.27,TATACONSUM.NS,7.11,7.63,7.58,5.68,5.27
1684,PBIT/Share (Rs.),10.04,8.76,9.33,9.85,6.90,TATACONSUM.NS,6.75,7.31,7.32,5.42,5.07
1685,PBT/Share (Rs.),9.07,7.91,9.13,11.46,6.12,TATACONSUM.NS,10.47,5.64,9.47,5.19,5.98
1686,Net Profit/Share (Rs.),6.72,5.68,6.51,8.47,4.37,TATACONSUM.NS,8.93,4.67,7.23,4.18,4.89
1687,Profitability Ratios,,,,,,TATACONSUM.NS,,,,,
1688,PBDIT Margin (%),14.69,16.19,18.10,20.17,14.98,TATACONSUM.NS,14.55,16.36,17.47,15.11,16.01
1689,PBIT Margin (%),12.93,14.18,17.17,19.32,14.20,TATACONSUM.NS,13.81,15.67,16.86,14.40,15.41
1690,PBT Margin (%),11.68,12.81,16.79,22.48,12.60,TATACONSUM.NS,21.43,12.10,21.82,13.79,18.17
1691,Net Profit Margin (%),8.65,9.20,11.98,16.60,9.00,TATACONSUM.NS,18.27,10.01,16.65,11.11,14.87
1692,Return on Networth / Equity (%),5.53,4.83,9.29,12.68,7.29,TATACONSUM.NS,19.61,11.66,17.39,11.15,13.83
1693,Return on Capital Employed (%),7.69,7.16,12.92,12.35,7.06,TATACONSUM.NS,18.33,9.59,14.60,10.78,11.36
1694,Return on Assets (%),4.61,4.34,8.21,10.92,6.25,TATACONSUM.NS,13.86,7.90,12.09,7.51,9.56
1695,Total Debt/Equity (X),0.00,0.00,0.00,0.02,0.01,TATACONSUM.NS,0.02,0.19,0.18,0.08,0.17
1696,Asset Turnover Ratio (%),53.26,47.22,68.53,65.76,69.38,TATACONSUM.NS,75.86,78.90,72.62,67.61,64.29
1697,Liquidity Ratios,,,,,,TATACONSUM.NS,,,,,
1698,Current Ratio (X),2.75,3.77,4.96,3.69,2.03,TATACONSUM.NS,1.37,1.61,1.51,0.96,1.54
1699,Quick Ratio (X),1.75,2.61,3.06,2.38,0.53,TATACONSUM.NS,0.48,0.33,0.51,0.33,0.64
1700,Inventory Turnover Ratio (X),5.08,6.19,4.05,4.32,4.01,TATACONSUM.NS,3.47,3.52,4.22,3.57,4.49
1701,Dividend Payout Ratio (NP) (%),40.16,30.13,38.39,29.52,60.98,TATACONSUM.NS,25.19,49.13,31.12,51.40,43.92
1702,Dividend Payout Ratio (CP) (%),33.36,24.71,35.64,28.09,56.15,TATACONSUM.NS,24.21,45.96,30.03,48.33,42.24
1703,Earnings Retention Ratio (%),59.84,69.87,61.61,70.48,39.02,TATACONSUM.NS,74.81,50.87,68.88,48.60,56.08
1704,Cash Earnings Retention Ratio (%),66.64,75.29,64.36,71.91,43.85,TATACONSUM.NS,75.79,54.04,69.97,51.67,57.76
1705,Valuation Ratios,,,,,,TATACONSUM.NS,,,,,
1706,Enterprise Value (Cr.),57230.47,26466.00,12352.38,15859.76,9493.76,TATACONSUM.NS,7449.72,9676.81,9721.52,8048.56,7278.54
1707,EV/Net Operating Revenue (X),8.00,4.65,3.60,4.93,3.10,TATACONSUM.NS,2.42,3.35,3.62,3.46,3.58
1708,EV/EBITDA (X),54.42,28.71,19.90,24.44,20.68,TATACONSUM.NS,16.60,20.50,20.74,22.90,22.34
1709,MarketCap/Net Operating Revenue (X),8.22,4.77,3.74,5.07,3.09,TATACONSUM.NS,2.48,3.20,3.46,3.40,3.40
1710,Retention Ratios (%),59.83,69.86,61.60,70.47,39.01,TATACONSUM.NS,74.80,50.86,68.87,48.59,56.07
1711,Price/BV (X),5.25,2.51,2.90,3.87,2.51,TATACONSUM.NS,2.66,3.72,3.61,3.41,3.17
1712,Price/Net Operating Revenue,8.22,4.77,3.74,5.07,3.09,TATACONSUM.NS,2.48,3.20,3.46,3.40,3.40
1713,Earnings Yield,0.01,0.02,0.03,0.03,0.03,TATACONSUM.NS,0.07,0.03,0.05,0.03,0.04
1714,Key Financial Ratios of Tech Mahindra (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,TECHM.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
1715,Per Share Ratios,,,,,,TECHM.NS,,,,,
1716,Basic EPS (Rs.),43.76,46.89,44.58,40.84,31.37,TECHM.NS,33.40,23.58,115.49,51.10,36.27
1717,Diluted EPS (Rs.),43.41,46.56,43.93,40.53,30.94,TECHM.NS,32.71,22.96,112.41,48.99,34.86
1718,Cash EPS (Rs.),50.62,53.86,51.24,47.53,37.69,TECHM.NS,38.91,28.41,133.30,63.19,47.93
1719,Book Value [ExclRevalReserve]/Share (Rs.),258.32,230.61,209.94,199.50,173.46,TECHM.NS,140.03,117.15,367.82,326.50,270.05
1720,Book Value [InclRevalReserve]/Share (Rs.),258.32,230.61,209.94,199.50,173.46,TECHM.NS,140.03,117.15,367.82,326.50,270.05
1721,Dividend / Share(Rs.),45.00,15.00,14.00,14.00,9.00,TECHM.NS,12.00,6.00,20.00,5.00,4.00
1722,Revenue from Operations/Share (Rs.),306.14,302.60,276.79,241.59,237.94,TECHM.NS,216.67,199.45,697.86,468.53,411.22
1723,PBDIT/Share (Rs.),64.57,62.81,62.33,57.52,46.88,TECHM.NS,46.73,34.88,155.53,84.56,70.58
1724,PBIT/Share (Rs.),57.73,55.90,55.63,50.82,40.49,TECHM.NS,41.09,29.95,137.24,72.30,58.78
1725,PBT/Share (Rs.),57.08,55.21,55.19,50.10,39.84,TECHM.NS,40.54,30.50,138.66,63.79,45.41
1726,Net Profit/Share (Rs.),43.78,46.95,44.54,40.83,31.30,TECHM.NS,33.27,23.48,115.01,50.94,36.13
1727,Profitability Ratios,,,,,,TECHM.NS,,,,,
1728,PBDIT Margin (%),21.09,20.75,22.51,23.80,19.70,TECHM.NS,21.56,17.48,22.28,18.04,17.16
1729,PBIT Margin (%),18.85,18.47,20.09,21.03,17.01,TECHM.NS,18.96,15.01,19.66,15.43,14.29
1730,PBT Margin (%),18.64,18.24,19.93,20.73,16.74,TECHM.NS,18.70,15.29,19.86,13.61,11.04
1731,Net Profit Margin (%),14.30,15.51,16.09,16.90,13.15,TECHM.NS,15.35,11.77,16.48,10.87,8.78
1732,Return on Networth / Equity (%),16.94,20.35,21.21,20.46,18.04,TECHM.NS,23.75,20.04,31.26,15.60,13.37
